english|hindi_concept|type|japanese|hirangana|pronunciation|example_eng|example_jap
desolate_3|akelA+mahasUsa+kara,nirjana,sUnA,sunasAna,ujAdZa,UjadZa,vIrAna|adjective|さみしい|さみしい|samishii_1|desolate night|さみしい夜
desolate_4|akelA+mahasUsa+kara,nirjana,sUnA,sunasAna,ujAdZa,UjadZa,vIrAna|adjective|荒廃|こうはい|kouhai_1|desolate neighborhood|荒廃した地域
desolate_5|akelA+mahasUsa+kara,nirjana,sUnA,sunasAna,ujAdZa,UjadZa,vIrAna|verb|荒廃させる|こうはいさせる|kōhai saseru_1|desolate a country|国を荒廃させる
desorption_1||noun|脱離|だつり|datsuri_1|collisional desorption|衝突脱離
despair_1|nAummIxI,nErASya,nirASA|verb|絶望する|ぜつぼう|zetsubou_1|Never despair.|絶望してはいけない。
despair_2|nAummIxI,nErASya,nirASA|noun|自暴自棄|じぼうじき|jiboujiki_1|abandon oneself to despair|自暴自棄になる
despair_3|nAummIxI,nErASya,nirASA|noun|失意|しつい|shitsui_1|driven to despair|失意に駆られる
despair_4|nAummIxI,nErASya,nirASA|verb|失望する|しつぼう|shitsubou_1|feeling of despair|失望感
desperado_1||noun|ならず者|ならずもの|narazumono_1|aggressive desperado|攻撃的なならず者
desperate_1|nirASa,nirASonmawwa|adjective|絶望的|絶望的|zetsubouteki_1|desperate campaign|絶望的な作戦
desperate_2|nirASa,nirASonmawwa|adjective|必死の|ひっしの|hisshino_1|desperate attempt|必死の試み
despicable_1|GqNAspaxa,kuwsiwa|adjective|浅ましい|あさましい|asamashii_1|despicable conduct|浅ましい行為
despise_1|GqNA+kara|verb|軽蔑する|けいべつ|keibetsu_1|despise a liar|嘘つきを軽蔑する
despise_2|GqNA+kara|verb|軽視する|けいし|keishi_1|despise each other|お互いを軽視する
despite_1||conjunction|かかわらず|かかわらず|kakawarazu_1|Despite all his wealth, he is stingy|富があるにもかかわらず、彼はけちだ。
despoil_1||verb|奪い取る|うばいとる|ubaitoru_1|despoil someone of all one's goods|人の財産を全て奪い取る
despond_1||verb|失望する|しつぼう|shitsubou_1|despond of the future|未来に失望する
despondent_1|avasanna,hawASa|adjective|意気消沈した|いきしょうちんした|ikishouchinshita_1|show a despondent look on one's face|意気消沈した顔つきを見せる
despot_1||noun|暴君|ぼうくん|boukun_1|evil despot|邪悪な暴君
despotic_1|niraMkuSa|adjective|圧政的|あっせいてき|asseiteki_1|despotic society|圧政的社会
dessert_1||noun|デザート|でざーと|deza-to_1|include dessert and drink|デザート飲み物が付いている
dessert_2||noun|おやつ|おやつ|oyatsu_1|decide against dessert|おやつは食べない事にする
destination_1|ganwavya,maMjZila|noun|目的地|もくてきち|mokutekichi_1|arrive to her destination|目的地に到着する
december_1|xisaMbara|noun|十二月|じゅうにがつ|juunigatsu_1|December 10th is Human Rights Day.|12月10日は「世界人権デー」です.
decent_1|SiRta|adjective|気の利いた|きのきいた|kinokiita_1|decent service|気の利いたサービス
decent_2|SiRta|adjective|礼儀正しい|れいぎただしい|reigitadashii_1|decent behavior|礼儀正しい態度
decent_3|SiRta|adjective|かなりの|かなりの|kanarino_1|decent economic growth|かなりの経済成長
deception_1|Cala,PZareba,vaMcanA,xagZA,XoKA,XoKebAjZI|noun|まやかし|まやかし|mayakashi_1|minor deception|軽いまやかし
deception_2|Cala,PZareba,vaMcanA,xagZA,XoKA,XoKebAjZI|noun|欺まん|ぎまん|giman_1|strategic deception|戦略的欺まん
deception_3|Cala,PZareba,vaMcanA,xagZA,XoKA,XoKebAjZI|noun|ごまかし|ごまかし|gomakasi_1|policy of deception|ごまかしの政策
deceptive_1|mAyika|adjective|欺瞞|ぎまん|giman_1|deceptive act|欺瞞行為
deceptive_2|mAyika|adjective|偽|ぎ|gi_1|deceptive name|偽名
decibel_1|desIbala|noun|デシベル|でしべる|deshiberu_1|decibel meter|デシベル計
decide_1|nirNaya+waka+pahuzca,nirNaya+xe,niScaya+kara|verb|決める|きめる|kimeru_1|decide the scholastic plans of one's children|子供の進路を決める
decide_2|nirNaya+waka+pahuzca,nirNaya+xe,niScaya+kara|verb|決定する|けってい|kettei_1|decide on a date and a time for departure|出発の日時を決定する
deciduous_1||adjective|落葉|らくよう|rakuyou_1|deciduous fruit tree|落葉果樹
decimal_1|desImala,xaSamalava|noun|小数|しょうすう|shousuu_1|decimal comma|小数点を表すコンマ
decimal_2|desImala,xaSamalava|noun|デシマル|でしまる|deshimaru_1|decimal tab|デシマルタブ
decimal-point_1||noun|小数点|しょうすうてん|shousuuten_1|decimal point position|小数点の位置
decipher_1||verb|解読する|かいどく|kaidoku_1|decipher messages written in numbers|数字で書かれた暗号を解読する
decision_1|nirNaya,niScaya,PZEsalA|noun|決定|けってい|kettei_1|channel decision|チャンネル決定
decision_2|nirNaya,niScaya,PZEsalA|noun|議決|ぎけつ|giketsu_1|a unanimous decision of the court|当法廷の全員一致による議決
decision_3|nirNaya,niScaya,PZEsalA|noun|策定|さくてい|sakutei_1|inappropriate decision|不適切な策定
decision_4|nirNaya,niScaya,PZEsalA|noun|裁き|さばき|sabaki_1|judicial decision|裁判所の裁き
decision_5|nirNaya,niScaya,PZEsalA|noun|決着|けっちゃく|kecchaku_1|indecisive decision|煮え切らない決着
decisive_1|nirNAyaka,nirNayAwmaka,niScAyaka|adjective|決定的|けっていてき|ketteiteki_1|decisive evidence|決定的な証拠
deck_1|basa+kI+Cawa,rekArdiMga+ke+lie+eka+yaMwra,SIrRa,wASa+ke+pawwe|noun|デッキ|でっき|dekki_1|deck crane|デッキクレーン
declaim_1||verb|朗読する|ろうどく|roudoku_1|declaim one's lines|セリフを朗読する
declamation_1||noun|弁論|べんろん|benron_1|declamation contest|弁論大会
declaration_1|elAna,GoRaNA,GoRaNa+pawra|noun|言明|げんめい|genmei_1|plain declaration|明確な言明
declaration_2|elAna,GoRaNA,GoRaNa+pawra|noun|告白|こくはく|kokuhaku_1|mutual declaration of love|互いの合いの告白
declaration_3|elAna,GoRaNA,GoRaNa+pawra|noun|声明|せいめい|seimei_1|joint declaration|共同声明
declaration_4|elAna,GoRaNA,GoRaNa+pawra|noun|宣言発表|せんげんはっぴょう|sengenhappyou_1|wait for declaration|宣言発表を待つ
declarative_1||adjective|叙述|じょじゅつ|jojutsu_1|declarative approach|叙述手法
declarative_2||adjective|宣言|せんげん|sengen_1|declarative item|宣言項目
declarator_1||noun|宣言子|せんげんし|sengenshi_1|pointer declarator|ポインター宣言子
declaratory_1||adjective|宣言的|せんげんてき|sengenteki_1|declaratory statute|宣言的法律
declare_1|GoRiwa+kara,uxGoRaNA+kara,vivaraNa+xe|verb|宣言する|せんげん|sengen_1|declare independence|独立を宣言する
declare_2|GoRiwa+kara,uxGoRaNA+kara,vivaraNa+xe|verb|布告する|ふこく|hukoku_1|declare war on a nation|ある国に対して戦争を布告する
declare_3|GoRiwa+kara,uxGoRaNA+kara,vivaraNa+xe|verb|断言する|だんげん|dangen_1|He declared that he was innocent.|彼は自分が潔白であると断言した。
declare_4|GoRiwa+kara,uxGoRaNA+kara,vivaraNa+xe|verb|申告する|しんこく|shinkoku_1|Do you have anything to declare?|申告する品はありますか？
declination_1||noun|偏差|へんさ|hensa_1|compass declination|コンパス偏差
decline_1|avanawi,Dala,GatawI,manA+kara,nakAra,nAta,pawana,wanajjulI|noun|低落|ていらく|teiraku_1|a decline in the quality of employees|従業員の質の低落
decline_2|avanawi,Dala,GatawI,manA+kara,nakAra,nAta,pawana,wanajjulI|noun|衰微|すいび|suibi_1|decline in frequency over time|時間と共に衰微する
decline_3|avanawi,Dala,GatawI,manA+kara,nakAra,nAta,pawana,wanajjulI|verb|断る|ことわる|kotowaru_1|decline a request for an interview|インタビューの依頼を断る
decline_4|avanawi,Dala,GatawI,manA+kara,nakAra,nAta,pawana,wanajjulI|verb|拒否する|きょひ|kyohi_1|decline to meet|会談を拒否する
decline_5|avanawi,Dala,GatawI,manA+kara,nakAra,nAta,pawana,wanajjulI|verb|控える|ひかえる|hikaeru_1|decline further comments|更なるコメントを控える
decline_6|avanawi,Dala,GatawI,manA+kara,nakAra,nAta,pawana,wanajjulI|verb|減る|へる|heru_1|decline in a linear manner|直線的に減る
decode_1||noun|デコード|でこーど|deko-do_1|decode circuit|デコード回路
decomposable_1||adjective|分解性|ぶんかいせい|bunkaisei_1|decomposable plastic|分解性プラスチック
decompose_1|apaGatiwa+ho+jA,sadZa,sadZA|verb|腐食する|ふしょく|fushoku_1|decompose after long periods of time|長い年月をかけて腐食する
decompose_2|apaGatiwa+ho+jA,sadZa,sadZA|verb|分解する|ぶんかい|bunkai_1|decompose at high temperatures|高温で分解する
decomposition_1|apaGatana,sadZana,viGatana|noun|分解|ぶんかい|bunkai_1|decomposition of ethanol|エタノール分解
decompress_1||verb|解凍する|かいとう|kaitou_1|decompress all the zipped files|zip形式で圧縮された全てのファイルを解凍する
decompression_1||noun|減圧|げんあつ|gen'atsu_1|decompression rate|減圧速度
decontrol_1|viniyaMwraNa|noun|統制解除|とうせいかいじょ|touseikaijo_1|decontrol of domestic oil prices|国内石油価格の統制解除
deconvolution_1||noun|デコンボリューション|でこんぼりゅーしょん|dekonboryu-shon_1|image deconvolution|画像デコンボリューション
decor_1||noun|装飾|そうしょく|soushoku_1|home decor|室内装飾
decorate_1|alaMkqwa+kara,paxaka+praxAna+kara,sajA,sajA,sazvAra|verb|飾る|かざる|kazaru_1|decorate a cake with whipped cream|ケーキをホイップクリームで飾る
decorous_1||adjective|上品|じょうひん|jouhin_1|decorous manners|上品な作法
decorum_1|maryAxA,wamIjZa|noun|礼節|れいせつ|reisetsu_1|conform to decorum|礼節に従う
decorum_2|maryAxA,wamIjZa|noun|礼儀正しさ|れいぎただしさ|reigitadashisa_1|maintain decorum|礼儀正しさを保つ
decouple_1||verb|切り離す|きりはなす|kirihanasu_1|decouple a consumer from the service provider.|顧客をサービスプロバイダーから切り離す
gastrointestinal_1||adjective|胃腸|いちょう|ichou_1|gastrointestinal distress|胃腸障害
gastronomy_1|Bojana+banAne+kI+kalA+yA+vijFAna|noun|調理法|ちょうりほう|chourihou_1|local gastronomy|地方の調理法
gate_1|PAtaka,praveSa,xvAra|noun|門|もん|mon_1|main gate|正門
gateway_1|xUsarI+jagaha+jAne+kA+rAswA|noun|出入り口|でいりぐち|deiriguchi_1|immigrant gateway|移民の出入り口
gather_1|ikaTTA+kara,ikaTTA+kara,jutA,juta,pariNAma+nikAla,sameta,sameta|verb|収穫する|しゅうかく|shuukaku_1|gather a crop|作物を収穫する
gather_2|ikaTTA+kara,ikaTTA+kara,jutA,juta,pariNAma+nikAla,sameta,sameta|verb|集める|あつめる|atsumeru_1|gather rare coins|珍しいコインを集める
gather_3|ikaTTA+kara,ikaTTA+kara,jutA,juta,pariNAma+nikAla,sameta,sameta|verb|採る|とる|toru_1|gather plants for food|食用に植物を採る
gauche_1|PUhadZa|adjective|ぎこちない|ぎこちない|gikochinai_1|gauche writing|ぎこちない文字
gauche_2|PUhadZa|adjective|ゴーシュ|ごーしゅ|go-shu_1|gauche effect|ゴーシュ効果
gaudy_1|BadZakIlA,catakIlA,jZarka-barkZa|adjective|派手|はで|hade_1|look gaudy|派手に見える
gauge_1|pramApa,pramApI|noun|ゲージ|げーじ|ge-ji_1|tire gauge|タイヤゲージ
gaunt_1|analaMkqwa|adjective|やつれた|やつれた|yatsureta_1|a man with gaunt face|やつれた顔の男性
gauntlet_1||noun|鞭打ちの刑|むちうちのけい|muchiuchinokei_1|It's rather like running the gauntlet.|それは鞭打ちの刑を受けているようなものです。
gauze_1||noun|ガーゼ|がーぜ|ga-ze_1|bandage gauze|包帯用ガーゼ
gavel_1||noun|小槌|こづち|kodsuchi_1|bang the gavel|小槌を叩く
gawk_1||verb|ぽかんと見る|ぽかんとみる|pokantomiru_1|gawk at the car accident|交通事故をぽかんと見る
gawky_1|BaxxA|adjective|ぐずな|ぐずな|guzuna_1|gawky child|ぐずな子供
gay_1|alamaswa,Ananxamaya,gulajZAra,harA,harABarA,hariwa,hazsamuKa,KZuSamijZAja,praPulla,raMgIna,razgIlA,rOnakZaxAra,samalEMgika|noun|同性愛者|どうせいあいしゃ|douseiaisha_1|constitutional ban on gay marriage|憲法での同性愛者の結婚の禁止
gaze_1|taka,takatakI,wAka|verb|凝視する|ぎょうし|gyoushi_1|gaze in wonder|驚嘆して凝視する
gazelle_1||noun|ガゼル|がぜる|gazeru_1|Grant's gazelle|グラントガゼル
gazette_1|gajZata,rAjapawra|noun|官報|かんぽう|kanpou_1|read a gazette|官報を読む
gear_1|giyara|noun|歯車|はぐるま|kaguruma_1|fixed gear|固定歯車
gear_2|giyara|noun|ギア|ぎあ|gia_1|first gear|ローギア
gecko_1||noun|ヤモリ|やもり|yamori_1|catch a gecko|ヤモリを捕まえる
geek_1||noun|オタク|おたく|otaku_1|a train geek|電車オタク
geisha_1||noun|芸者|げいしゃ|geisha_1|"""Geisha"" actually means ""artist."""|「芸者」は実際には「芸術家」を意味する。
gel_1||noun|ジェル|じぇる|jeru_1|body gel|ボディー用ジェル
gelatin_1||noun|ゼラチン|ぜらちん|zerachin_1|powdered gelatin|粉ゼラチン
gelatine_1|jiletina|noun|ゼラチン|ぜらちん|zerachin_1|dissolve gelatine in water|ゼラチンを水で溶く
gelatinous_1||adjective|ゼラチン|ぜらちん|zerachin_1|gelatinous layer|ゼラチン層
gelatinous_2||adjective|ゼリー状|ぜりーじょう|zeri-jou_1|gelatinous pulp|ゼリー状の果肉
gem_1|maNi,naga,nagInA,rawana,rawna|noun|宝石|ほうせき|houseki_1|natural gem|天然宝石
gemstone_1||noun|宝石|ほうせき|houseki_1|cut gemstone|カットされた宝石
gender_1|liMga|noun|性別|せいべつ|seibetsu_1|based on gender|性別に基いて
gender_2|liMga|noun|性|せい|sei_1|boss of the opposite gender|異性の上司
gene_1||noun|遺伝子|いでんし|idenshi_1|auxiliary gene|補助遺伝子
genealogy_1|nasala,vaMSacariwa,vaMSAnukrama,vaMSAvalI,vaMSavqkRa|noun|系譜|けいふ|keifu_1|religious genealogy|宗教的系譜
general_1|Ama,janarala,sAmAnya,vyApaka|adjective|一般|いっぱん|ippan_1|general broadcast|一般放送
general_2|Ama,janarala,sAmAnya,vyApaka|adjective|総合|そうごう|sougou_1|general cash account|総合預金口座
general_3|Ama,janarala,sAmAnya,vyApaka|noun|将軍|しょうぐん|shougun_1|an order from the general|将軍からの命令
generate_1||verb|生む|うむ|umu_1|generate a feeling of apprehension|不安感を生む
generation_1|janana,pIDZI,puSwa|noun|世代|せだい|sedai_1|aged generation|老年世代
generation_2|janana,pIDZI,puSwa|noun|発生|はっせい|hassei_1|chemical generation|化学的発生
generic_1|jAwi+kA,jAwIya|adjective|包括的|ほうかつてき|houkatsuteki_1|generic definition|包括的定義
gesticulate_1||verb|ジェスチャーで話す|じぇすちゃーではなす|jesuchā de hanasu_1|gesticulate with one's team|チームとジェスチャーで話す
gesture_1|aMxAja,cArI,ceRtA,iMgiwa,iSArA|noun|仕草|しぐさ|shigusa_1|emphatic gesture|強調の仕草
get_1||verb|得る|える|eru_1|get a job|仕事を得る
get_2||verb|理解する|りかいする|rikaisuru_1|I got your point.|君の言いたい事は理解した。
get_3||verb|取る|とる|toru_1|get a degree|学位を取る
get-angry_1||verb|怒る|おこる|okoru_1|get really angry at another driver|他の運転手に本気で怒る
getaway_1|koI+aparAXa+karake+BAga+jAnA|noun|短期休暇|たんききゅうか|tankikyuuka_1|best winter getaway|最高の冬の短期休暇
getaway_2|koI+aparAXa+karake+BAga+jAnA|adjective|逃走用|逃走用|tousouyou_1|getaway car|逃走用の車
geyser_1||noun|間欠泉|かんけつせん|kanketsusen_1|geyser shoot into the air|間欠泉が空中に噴き出す
ghastly_1||adjective|恐ろしい|おそろしい|osotoshii_1|ghastly fiasco|恐ろしい大失敗
ghetto_1|alpasaMKyakoM+kI+avikasiwa+jagaha|noun|スラム街|すらむがい|suramugai_1|urban ghetto|都市部のスラム街
ghost_1|bEwAla,BUwa,jina,prewa,vewAla|noun|幽霊|ゆうれい|yuurei_1|He is scared of ghost.|彼は幽霊を怖がっている。
ghostlike_1||adjective|幽霊のような|ゆうれいのような|yuureinoyouna_1|ghostlike man|幽霊のような男
ghostly_1||adjective|幽霊|ゆうれい|yuurei_1|ghostly legend|幽霊伝説
ghoul_1|mOwa+Axi+meM+viSeRa+rUci+raKane+vAlA|noun|悪鬼|あっき|akki_1|scary stories of ghoul|悪鬼の恐ろしい話
giant_1|bahuwa+badZA,xAnava,xeva,xEwya|adjective|巨大|きょだい|kyodai_1|giant screen|巨大スクリーン
giant_2|bahuwa+badZA,xAnava,xeva,xEwya|noun|巨人|きょじん|kyojin_1|a media giant|メディア業界の巨人
gibberish_1||noun|たわ言|たわごと|tawagoto_1|meaningless gibberish|無意味のたわ言
gibbet_1|sUlI|noun|絞首台|こうしゅだい|koushudai_1|sent to the gibbet|絞首台に送られる
gibbon_1||noun|テナガザル|てながざる|tenagazaru_1|white-handed gibbon|シロテテナガザル
gibbous_1||adjective|凸|とつ|totsu_1|gibbous moon|凸月
giddy_1|cakkara+lAne+vAlA|adjective|目のくらむような|めのくらむような|menokuramuyouna_1|giddy height|目のくらむような高所
giddy_2|cakkara+lAne+vAlA|adjective|軽薄|けいはく|keihaku_1|giddy plan|軽薄な計画
gift_1|awA,baKZSiSa,BeMta,najZara,najZarAnA,praxAya,sOgZAwa,upahAra,wohaPZA,xena|noun|贈り物|おくりもの|okurimono_1|treasure the gift as a wonderful memory|贈り物を素晴らしい記念の品として大切にする
gift_2|awA,baKZSiSa,BeMta,najZara,najZarAnA,praxAya,sOgZAwa,upahAra,wohaPZA,xena|noun|才能|さいのう|sainou_1|have the gift of prophecy|予言の才能がある
gigantic_1|awikAya,bahuwa+badZA,BIma,uwkata,virAta,viSAla,xIrGAkAra|adjective|巨大|きょだい|kyodai_1|gigantic company|巨大企業
giggle_1||verb|クスクス笑う|くすくすわらう|kusukusuwarau_1|giggle at everything|何を見てもクスクス笑う
gill_1|galaPadZA|noun|鰓|えら|era_1|external gill|内鰓
gilt_1||noun|金箔|きんぱく|kinpaku_1|peeling gilt|はがれた金箔
gimbal_1||noun|ジンバル|じんばる|jinbaru_1|gimbal structure|ジンバル構造
gin_1|ota,ota,PaMxA|noun|ジン|じん|jin_1|compound some cold mixture with gin and lemon|ジンとレモンを調合して冷たい飲み物をつくる
